smiles,selfies
C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,[C][C@][C][C][=Branch1][C][=O][C@H1][C@@H1][Branch1][P][C][C][C][=C][C][=Branch1][C][=O][C][C][C@@][Ring1][#Branch1][Ring1][O][C][C@@H1][Ring1][P][C][C][C@][Ring2][Ring1][Ring2][Branch1][C][O][C][=Branch1][C][=O][C][O]
O=c1nc([O-])n(Cl)c(=O)n1Cl,[O][=C][N][=C][Branch1][C][O-1][N][Branch1][C][Cl][C][=Branch1][C][=O][N][Ring1][=Branch2][Cl]
COC(=O)c1ccc(C=O)cc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Ring1][C][=O][C][=C][Ring1][Branch2]
Cc1ccco1,[C][C][=C][C][=C][O][Ring1][Branch1]
CC(C#N)CCC#N,[C][C][Branch1][Ring1][C][#N][C][C][C][#N]
Cc1c[nH]cn1,[C][C][=C][NH1][C][=N][Ring1][Branch1]
Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O,[C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O].[O][=C][Branch1][C][O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O]
Cn1c([N+](=O)[O-])cnc1COC(N)=O,[C][N][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][N][=C][Ring1][Branch2][C][O][C][Branch1][C][N][=O]
COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,[C][O][C][=C][Branch1][N][N][C][C][N][C][Branch1][C][C][C][Ring1][#Branch1][C][Branch1][C][F][=C][C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring2][Ring1][=Branch2][=Ring1][=N]
COC(=O)c1cncn1C(C)c1ccccc1,[C][O][C][=Branch1][C][=O][C][=C][N][=C][N][Ring1][Branch1][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1,[C][N][C][C][N][Branch2][Ring1][P][C][=C][Branch1][C][F][C][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][C][Ring1][#Branch2][=C][Ring1][#C][S][C][C][Ring1][=Branch1][C][C][Ring2][Ring1][Branch2]
CC(C)C(=O)c1c(C(C)C)nn2ccccc12,[C][C][Branch1][C][C][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][Branch1][C][C][C][=N][N][C][=C][C][=C][C][=Ring1][N][Ring1][=Branch1]
CCCCOCC1CO1,[C][C][C][C][O][C][C][C][O][Ring1][Ring1]
CC(C)(C)OOC(=O)c1ccccc1,[C][C][Branch1][C][C][Branch1][C][C][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=C1[N-]C(=O)c2ccccc21,[O][=C][N-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]
C=C[Si](OCCOC)(OCCOC)OCCOC,[C][=C][Si][Branch1][=Branch1][O][C][C][O][C][Branch1][=Branch1][O][C][C][O][C][O][C][C][O][C]
CCCCCCCCCCCl,[C][C][C][C][C][C][C][C][C][C][Cl]
CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,[C][C][Branch1][C][C][N+1][Branch1][C][C][Branch2][Ring1][N][C][C][O][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C][Branch1][C][C][C]
CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)c1ccccc1,[C][C][C][N][Branch1][Ring2][C][C][C][C][=Branch1][C][=O][C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCC1(c2ccccc2)C(=O)NCNC1=O,[C][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][N][C][Ring1][=N][=O]
CCCCCON=O,[C][C][C][C][C][O][N][=O]
CN(N=O)C(N)=O,[C][N][Branch1][Ring1][N][=O][C][Branch1][C][N][=O]
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,[C][C][C@H1][O][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][#Branch1][O][C@H1][C][C@@][Branch1][C][C][Branch1][Ring1][O][C][C@@H1][Branch1][C][O][C@H1][Branch1][C][C][O][Ring1][O][C@H1][Branch1][C][C][C@@H1][Branch2][Ring1][Branch1][O][C@@H1][O][C@H1][Branch1][C][C][C][C@H1][Branch1][=Branch1][N][Branch1][C][C][C][C@H1][Ring1][#Branch2][O][C@][Branch1][C][C][Branch1][C][O][C][C@@H1][Branch1][C][C][C][=Branch1][=Branch2][=N][O][C][O][C][C][O][C][C@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@][Ring2][Branch1][=Branch1][Branch1][C][C][O]
CCC(=O)c1ccccc1,[C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCOC(=O)C(=O)OCC,[C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][C]
O=S(=O)(O)c1ccc(Cl)cc1,[O][=S][=Branch1][C][=O][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
CCO[Si](CCCS)(OCC)OCC,[C][C][O][Si][Branch1][Branch1][C][C][C][S][Branch1][Ring2][O][C][C][O][C][C]
CNC(=O)Oc1cccc2c1OC(C)(C)O2,[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][O][Ring1][#Branch1]
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,[O][=C][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C][Branch1][C][O-1][=C][Ring1][#Branch2][O]
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,[O][=C][O][C@H1][Branch1][#Branch1][C@@H1][Branch1][C][O][C][O][C][Branch1][C][O][=C][Ring1][#Branch2][O]
C1C2OC2C2C1C1CC2C2OC12,[C][C][O][C][Ring1][Ring1][C][C][Ring1][=Branch1][C][C][C][Ring1][Branch1][C][O][C][Ring1][=Branch1][Ring1][Ring1]
CC(=O)Oc1ccccc1C(=O)O,[C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O]
CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,[C][C][O][P][=Branch1][C][=S][Branch1][Ring2][O][C][C][O][C][=N][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl]
CCN(CC)C(C)=O,[C][C][N][Branch1][Ring1][C][C][C][Branch1][C][C][=O]
Cc1cc(CC(=O)[O-])n(C)c1C(=O)c1ccc(Cl)cc1,[C][C][C][=C][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][N][Branch1][C][C][C][=Ring1][#Branch2][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1]
N#C[N-]C#N,[N][#C][N-1][C][#N]
NCCO.O=C(O)c1nc(Cl)ccc1Cl,[N][C][C][O].[O][=C][Branch1][C][O][C][=N][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl]
O=C(O)c1ccc(Cl)c(Cl)c1,[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2]
CC1(C)C(=O)N(Cl)C(=O)N1Cl,[C][C][Branch1][C][C][C][=Branch1][C][=O][N][Branch1][C][Cl][C][=Branch1][C][=O][N][Ring1][=Branch2][Cl]
CCOC(=S)SSC(=S)OCC,[C][C][O][C][=Branch1][C][=S][S][S][C][=Branch1][C][=S][O][C][C]
N[C@H]1C(O)O[C@H](CO)[C@H](O)[C@@H]1O,[N][C@H1][C][Branch1][C][O][O][C@H1][Branch1][Ring1][C][O][C@H1][Branch1][C][O][C@@H1][Ring1][#Branch2][O]
CC(C)(C)C(=O)Oc1ccc(S(=O)(=O)Nc2ccccc2C(=O)NCC(=O)[O-])cc1,[C][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][Branch2][Ring1][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][=Branch1][C][=O][O-1][C][=C][Ring2][Ring1][#Branch1]
Clc1cc(Cl)c(Cl)cc1Cl,[Cl][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=C][Ring1][Branch2][Cl]
CCCCCCCOC(=O)CCC,[C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C]
CC(C)CCCCCCOC(=O)CCCCC(=O)OCCCCCCC(C)C,[C][C][Branch1][C][C][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][C][Branch1][C][C][C]
CCC(O)OCCCOC,[C][C][C][Branch1][C][O][O][C][C][C][O][C]
Cc1ccc(O)cc1C,[C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1][C]
Cc1cccc(C)c1O,[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O]
CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,[C][C][=Branch1][C][=O][C][=C][C][=C][Branch2][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][C][C][C][C][C][Ring1][=Branch1][C][=C][Ring2][Ring1][Ring1]
CC(=O)Nc1ccc(O)cc1,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
CC(N)=O,[C][C][Branch1][C][N][=O]
CC#N,[C][C][#N]
CC(=O)Nc1ccc(C)cc1C,[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][C][C][C][=C][Ring1][#Branch1][C]
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-],[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch2][Ring1][=Branch2][N][C][=Branch1][C][=O][C@@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1][C][=Branch1][C][=O][N][Ring2][Ring1][Ring1][C@H1][Ring2][Ring1][#Branch1][C][=Branch1][C][=O][O-1]
CCOC(=O)CC(C(C)=O)C(C)=O,[C][C][O][C][=Branch1][C][=O][C][C][Branch1][=Branch1][C][Branch1][C][C][=O][C][Branch1][C][C][=O]
Cc1cccc(N)n1,[C][C][=C][C][=C][C][Branch1][C][N][=N][Ring1][#Branch1]
C=C(C)C(=O)OCC(C)(C)COC(=O)C(=C)C,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][Branch1][C][C][Branch1][C][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=C][C]
COc1cc(C(=O)OC(COCCC(C)C)CN2CCOCC2)cc(OC)c1OC,[C][O][C][=C][C][Branch2][Ring1][O][C][=Branch1][C][=O][O][C][Branch1][#Branch2][C][O][C][C][C][Branch1][C][C][C][C][N][C][C][O][C][C][Ring1][=Branch1][=C][C][Branch1][Ring1][O][C][=C][Ring2][Ring1][#Branch2][O][C]
O=C1[C@H]2[C@@H]3CC[C@@H](C3)[C@H]2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,[O][=C][C@H1][C@@H1][C][C][C@@H1][Branch1][Ring2][C][Ring1][Branch1][C@H1][Ring1][#Branch1][C][=Branch1][C][=O][N][Ring1][O][C][C][C][C][N][C][C][N][Branch1][=Branch2][C][=N][C][=C][C][=N][Ring1][=Branch1][C][C][Ring1][N]
CC(COc1ccccc1)NN,[C][C][Branch1][O][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][N]
CC(C)(O)c1ccc(C(C)(C)O)cc1,[C][C][Branch1][C][C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][O][C][=C][Ring1][#Branch2]
C1C[C@H]2[C@@H]3CC[C@H](C3)[C@H]2C1,[C][C][C@H1][C@@H1][C][C][C@H1][Branch1][Ring2][C][Ring1][Branch1][C@H1][Ring1][#Branch1][C][Ring1][#Branch2]
C=C[Si](OC)(OC)OC,[C][=C][Si][Branch1][Ring1][O][C][Branch1][Ring1][O][C][O][C]
Oc1cccc(Cl)c1Cl,[O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][Cl]
Clc1cccc(Cl)c1,[Cl][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1]
Oc1cc(Cl)ccc1Cl,[O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Cl]
CCCCSCCCC,[C][C][C][C][S][C][C][C][C]
CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],[C][C][C][N][Branch1][Ring2][C][C][C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch1][C][Branch1][C][C][C][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1]
CC(C)C1(C)N=C(c2nc3ccccc3cc2C(=O)O)NC1=O,[C][C][Branch1][C][C][C][Branch1][C][C][N][=C][Branch2][Ring1][Ring2][C][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2][C][=Branch1][C][=O][O][N][C][Ring2][Ring1][Ring1][=O]
O=C(O)Cc1c[nH]c2ccccc12,[O][=C][Branch1][C][O][C][C][=C][NH1][C][=C][C][=C][C][=C][Ring1][=Branch2][Ring1][=Branch1]
O=Cc1ccc(F)cc1,[O][=C][C][=C][C][=C][Branch1][C][F][C][=C][Ring1][#Branch1]
CC(C)Cc1ccc(C(C)C(=O)O)cc1,[C][C][Branch1][C][C][C][C][=C][C][=C][Branch1][#Branch2][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][Ring1][O]
c1ccc2[nH]ccc2c1,[C][=C][C][=C][NH1][C][=C][C][Ring1][Branch1][=C][Ring1][=Branch2]
OCCO,[O][C][C][O]
CCc1ccccc1,[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCN(N=O)C(N)=O,[C][C][N][Branch1][Ring1][N][=O][C][Branch1][C][N][=O]
O=C(O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,[O][=C][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][O]
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3O2)cc1OC,[C][O][C][=C][C][=C][Branch2][=Branch1][C][C@@H1][C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch2][Ring2][=Branch2][O][C@@H1][O][C@H1][Branch2][Ring1][Branch1][C][O][C@@H1][O][C@@H1][Branch1][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][=Branch2][O][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Ring2][Ring1][Ring2][O][C][=C][Ring2][Ring1][=N][O][Ring2][Ring2][C][C][=C][Ring2][Ring2][Branch2][O][C]
CC1OC1C1CCC2(C)OC2C1,[C][C][O][C][Ring1][Ring1][C][C][C][C][Branch1][C][C][O][C][Ring1][Ring2][C][Ring1][Branch2]
COS(C)(=O)=O,[C][O][S][Branch1][C][C][=Branch1][C][=O][=O]
C=C(C)C(=O)OC,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C]
NCc1ccccc1,[N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
O=[N+]([O-])c1ccc(O)cc1,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]
CCN(CC)CCO,[C][C][N][Branch1][Ring1][C][C][C][C][O]
Cc1cccc([N+](=O)[O-])c1,[C][C][=C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][Ring1][=Branch2]
O=[N+]([O-])[O-].[NH4+],[O][=N+1][Branch1][C][O-1][O-1].[NH4+1]
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21CC,[C][#C][C@][Branch1][C][O][C][C][C@H1][C@@H1][C][C][C][=C][C][=Branch1][C][=O][C][C][C][Ring1][#Branch1][=C][Ring1][O][C][=C][C@@][Ring1][#C][Ring2][Ring1][Ring1][C][C]
CC(C)[C@H]1CC[C@@H](C)CC1=O,[C][C][Branch1][C][C][C@H1][C][C][C@@H1][Branch1][C][C][C][C][Ring1][#Branch1][=O]
O=C(O)CS,[O][=C][Branch1][C][O][C][S]
CC(CO)(CO)C(=O)O,[C][C][Branch1][Ring1][C][O][Branch1][Ring1][C][O][C][=Branch1][C][=O][O]
OCCOCCOCCOCCOCCO,[O][C][C][O][C][C][O][C][C][O][C][C][O][C][C][O]
COC(=O)c1cccnc1,[C][O][C][=Branch1][C][=O][C][=C][C][=C][N][=C][Ring1][=Branch1]
CNCc1ccccc1,[C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)CC(=O)OCc1ccccc1,[C][C][Branch1][C][C][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)(O)Cc1ccccc1,[C][C][Branch1][C][C][Branch1][C][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCC(=O)OC/C=C/c1ccccc1,[C][C][C][=Branch1][C][=O][O][C][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1]
CCCC(=O)OCCc1ccccc1,[C][C][C][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CC(C)C(=O)OCC=Cc1ccccc1,[C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1]
CCCCC1CCC(=O)O1,[C][C][C][C][C][C][C][C][=Branch1][C][=O][O][Ring1][=Branch1]
NCCS,[N][C][C][S]
NS(=O)(=O)c1cc2c(cc1Cl)NC(C1CC3C=CC1C3)NS2(=O)=O,[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][N][C][Branch1][N][C][C][C][C][=C][C][Ring1][=Branch1][C][Ring1][Branch1][N][S][Ring1][S][=Branch1][C][=O][=O]
Cc1ccc2c(c1)C1CN(C)CCC1N2,[C][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][N][Branch1][C][C][C][C][C][Ring1][#Branch1][N][Ring1][O]
Nc1ccc([As](=O)([O-])O)cc1,[N][C][=C][C][=C][Branch1][=Branch2][As][=Branch1][C][=O][Branch1][C][O-1][O][C][=C][Ring1][#Branch2]
O[C@H]1CO[C@@H]2[C@H](O)CO[C@H]12,[O][C@H1][C][O][C@@H1][C@H1][Branch1][C][O][C][O][C@H1][Ring1][=Branch2][Ring1][=Branch1]
O[C@H](CBr)[C@@H](O)[C@H](O)[C@H](O)CBr,[O][C@H1][Branch1][Ring1][C][Br][C@@H1][Branch1][C][O][C@H1][Branch1][C][O][C@H1][Branch1][C][O][C][Br]
CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,[C][C][=Branch1][C][=O][N][C][=C][Branch1][C][I][C][Branch1][#Branch1][N][C][Branch1][C][C][=O][=C][Branch1][C][I][C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][=C][Ring1][#C][I]
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,[O][C][C@H1][O][C][Branch1][C][O][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@@H1][Ring1][=Branch2][O]
Cc1c(C(=O)O)cccc1[N+](=O)[O-],[C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][C][=C][Ring1][=Branch2][N+1][=Branch1][C][=O][O-1]
CC1=Nc2ccc(Cl)cc2S(=O)(=O)N1,[C][C][=N][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][N][Ring1][=N]
CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,[C][C][O][C][C][N][C][Branch1][=N][N][C][C][C][N][Branch1][C][C][C][C][Ring1][Branch2][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][P]
CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,[C][C][O][C][=Branch1][C][=O][C@H1][Branch1][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C@@H1][Branch1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][Branch1][C][C][C][C@H1][Ring1][#Branch1][C][=Branch1][C][=O][O]
CCCCCCCCN(C)CCCCCCCC,[C][C][C][C][C][C][C][C][N][Branch1][C][C][C][C][C][C][C][C][C][C]
CC(Oc1cccc(Cl)c1)C(=O)O,[C][C][Branch1][=N][O][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1][C][=Branch1][C][=O][O]
O=Cc1ccc(F)c(Br)c1,[O][=C][C][=C][C][=C][Branch1][C][F][C][Branch1][C][Br][=C][Ring1][Branch2]
C=COCCOCCOC=C,[C][=C][O][C][C][O][C][C][O][C][=C]
CN(C)CCCNCCC#N,[C][N][Branch1][C][C][C][C][C][N][C][C][C][#N]
CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,[C][O][C@H1][C][=C][O][C@@][Branch1][C][C][O][C][=C][Branch1][C][C][C][Branch1][C][O][=C][C][Branch1][C][O][=C][Branch2][Ring1][P][C][Branch1][=C][/C][=N][/N][C][C][N][Branch1][C][C][C][C][Ring1][#Branch1][=C][Branch1][C][O][C][Ring1][P][=C][Ring2][Ring1][#Branch1][C][Ring2][Ring1][O][=O][N][C][=Branch1][C][=O][C][Branch1][C][C][=C][C][=C][C@H1][Branch1][C][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][C][C@@H1][Branch1][C][O][C@@H1][Branch1][C][C][C@H1][Branch1][#Branch1][O][C][Branch1][C][C][=O][C@@H1][Ring2][Branch1][Branch2][C]
CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,[C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C]
CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,[C][C][=Branch1][C][=O][O][C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][/C][=C][/C][=C][Branch1][C][C][C][C][C][C][Ring1][#Branch1][Branch1][C][C][C]
CCN(CC)C1CCCCC1,[C][C][N][Branch1][Ring1][C][C][C][C][C][C][C][C][Ring1][=Branch1]
c1ccc2ncccc2c1,[C][=C][C][=C][N][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2]
CCC(=O)c1c(O)cc(O)cc1O,[C][C][C][=Branch1][C][=O][C][=C][Branch1][C][O][C][=C][Branch1][C][O][C][=C][Ring1][Branch2][O]
O=[N+]([O-])c1ccccc1O,[O][=N+1][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][O]
Oc1cccc2ccccc12,[O][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1]
O=NN1CCCCC1,[O][=N][N][C][C][C][C][C][Ring1][=Branch1]
CN(C)P(=O)(N(C)C)N(C)C,[C][N][Branch1][C][C][P][=Branch1][C][=O][Branch1][=Branch1][N][Branch1][C][C][C][N][Branch1][C][C][C]
CCCCCC(N)=O,[C][C][C][C][C][C][Branch1][C][N][=O]
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,[C][C][C][C][O][C][C][O][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][=Branch1][C][=O][O][C][C][O][C][C][O][C][C][C][C]
CNC(=O)ON=C(C)SC,[C][N][C][=Branch1][C][=O][O][N][=C][Branch1][C][C][S][C]
Cc1ccc([N+](=O)[O-])cc1,[C][C][=C][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][=Branch2]
O=S(=O)([O-])CCN1CCN(CCO)CC1,[O][=S][=Branch1][C][=O][Branch1][C][O-1][C][C][N][C][C][N][Branch1][Ring2][C][C][O][C][C][Ring1][=Branch2]
CCCOC(OCCC)OCCC,[C][C][C][O][C][Branch1][Branch1][O][C][C][C][O][C][C][C]
Nc1cc[nH]c(=O)n1,[N][C][C][=C][NH1][C][=Branch1][C][=O][N][=Ring1][#Branch1]
CC[N+](CC)(CC)CC,[C][C][N+1][Branch1][Ring1][C][C][Branch1][Ring1][C][C][C][C]
C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C,[C][=C][Branch1][C][C][C][=Branch1][C][=O][O][C][C][C][C][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=C][C]
C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1.C[C@H](C(=O)[O-])c1cccc(Oc2ccccc2)c1,[C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N].[C][C@H1][Branch1][=Branch1][C][=Branch1][C][=O][O-1][C][=C][C][=C][C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][=C][Ring1][=N]
O=C1CCc2ccccc2O1,[O][=C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2]
CC1(C)OC(=O)NC1=O,[C][C][Branch1][C][C][O][C][=Branch1][C][=O][N][C][Ring1][#Branch1][=O]
CNC(=O)CSP(=S)(OC)OC,[C][N][C][=Branch1][C][=O][C][S][P][=Branch1][C][=S][Branch1][Ring1][O][C][O][C]
