smiles,smi_mac_fragments,selfies,NR-AR
COC(=O)c1ccccc1N,"[14*]c1ccccc1N,[1*]C([1*])=O,[2*]OC",[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],0
CC(C)(c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1)c1ccc(Oc2ccc3c(c2)C(=O)OC3=O)cc1,"[2*]O[2*],[14*]c1ccc2c(c1)C(=O)OC2=O,[14*]c1ccc([14*])cc1,[6*]C([6*])(C)C",[C][C][Branch1][C][C][Branch2][Ring1][P][C][=C][C][=C][Branch2][Ring1][Branch1][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][C][C][=C][C][=C][Branch2][Ring1][Branch1][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][#Branch1][=O][C][=C][Ring2][Ring1][C],0
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O.c1ccc(CNCCNCc2ccccc2)cc1,"[1*]C(=O)O,[3*]CC[3*],[14*]c1ccccc1,[3*]C[6*],[4*]N[4*],[3*][C@H]1C(=O)N2[C@@H]1SC(C)(C)[C@H]2[11*],[1*]C(=O)C[6*]",[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O].[C][C][Branch1][C][C][S][C@@H1][C@H1][Branch1][#C][N][C][=Branch1][C][=O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring1][#C][C@H1][Ring2][Ring1][Ring1][C][=Branch1][C][=O][O].[C][=C][C][=C][Branch1][#C][C][N][C][C][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring2][Ring1][C],0
CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,"[11*][C@H]1C[C@@H]([13*])CN1C,[9*]SC,[6*]CCC,[3*][C@@H]1O[C@H]([11*])[C@H](O)[C@H](O)[C@H]1O,[3*][C@H]([6*])[C@@H](C)O,[1*]C([1*])=O,[4*]N[4*]",[C][C][C][C@@H1][C][C@@H1][Branch2][Ring1][P][C][=Branch1][C][=O][N][C@H1][Branch1][=Branch1][C@@H1][Branch1][C][C][O][C@H1][O][C@H1][Branch1][Ring1][S][C][C@H1][Branch1][C][O][C@@H1][Branch1][C][O][C@H1][Ring1][#Branch2][O][N][Branch1][C][C][C][Ring2][Ring1][Branch2],0
CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,"[4*]N(C)C,[3*]CC(C)C(C)(O)C[6*],[14*]c1ccc(Cl)cc1",[C][C][Branch1][#Branch1][C][N][Branch1][C][C][C][C][Branch1][C][C][Branch1][C][O][C][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
O=C(O)C=Cc1ccc(C=CC(=O)O)cc1,"[5*]=Cc1ccc(C=[5*])cc1,[5*]=CC(=O)O",[O][=C][Branch1][C][O][C][=C][C][=C][C][=C][Branch1][Branch2][C][=C][C][=Branch1][C][=O][O][C][=C][Ring1][O],0
CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,"[12*]c1ccccn1,[4*]N[4*],[1*]C(=O)C1=C(O)c2sccc2S(=O)(=O)N1C",[C][N][C][Branch1][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=N][Ring1][=Branch1][=C][Branch1][C][O][C][S][C][=C][C][=Ring1][Branch1][S][Ring2][Ring1][Ring1][=Branch1][C][=O][=O],0
CC(C)[C@]12CC(=O)[C@H](C)[C@H]1C2,"[6*]C(C)C,[13*][C@@]12CC(=O)[C@H](C)[C@H]1C2",[C][C][Branch1][C][C][C@][C][C][=Branch1][C][=O][C@H1][Branch1][C][C][C@H1][Ring1][#Branch1][C][Ring1][Branch2],0
CC(CCO)CC(C)(C)C,CC(CCO)CC(C)(C)C,[C][C][Branch1][Ring2][C][C][O][C][C][Branch1][C][C][Branch1][C][C][C],0
CCSC(=O)N(CC)CC,"[1*]C(=O)S[9*],[3*]CC,[4*]N([4*])[4*]",[C][C][S][C][=Branch1][C][=O][N][Branch1][Ring1][C][C][C][C],0
CCCCc1c(C)nc(NCC)nc1O,"[12*]c1nc(C)c([14*])c(O)n1,[3*]CC,[6*]CCCC,[4*]N[4*]",[C][C][C][C][C][=C][Branch1][C][C][N][=C][Branch1][Ring2][N][C][C][N][=C][Ring1][#Branch2][O],0
CCCCC(CC)COCCO,"[3*]CC(CC)CCCC,[2*]O[2*],[3*]CCO",[C][C][C][C][C][Branch1][Ring1][C][C][C][O][C][C][O],0
COCCCOCCCOC,"[2*]O[2*],[3*]CCC[3*],[2*]OC",[C][O][C][C][C][O][C][C][C][O][C],0
CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O,"[14*]c1c([O-])c2ccccc2oc1=O,[14*]c1ccccc1,[6*]C([6*])CC(C)=O",[C][C][=Branch1][C][=O][C][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Ring1][O][=O],1
O=N[O-],O=N[O-],[O][=N][O-1],0
FC(F)(F)c1ccccc1Cl,"[14*]c1ccccc1Cl,[6*]C(F)(F)F",[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][C][=C][Ring1][=Branch1][Cl],0
ClCCBr,ClCCBr,[Cl][C][C][Br],0
O=C(O)c1ccc(Cl)cc1,"[1*]C(=O)O,[14*]c1ccc(Cl)cc1",[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1],0
FC(F)(F)c1cccc(Cl)c1,"[14*]c1cccc(Cl)c1,[6*]C(F)(F)F",[F][C][Branch1][C][F][Branch1][C][F][C][=C][C][=C][C][Branch1][C][Cl][=C][Ring1][#Branch1],0
C1COCCO1,C1COCCO1,[C][C][O][C][C][O][Ring1][=Branch1],0
COC(=O)C(C)(C)C,"[1*]C(=O)C(C)(C)C,[2*]OC",[C][O][C][=Branch1][C][=O][C][Branch1][C][C][Branch1][C][C][C],0
CC(Br)C(=O)O,CC(Br)C(=O)O,[C][C][Branch1][C][Br][C][=Branch1][C][=O][O],0
Brc1ccc(Oc2ccccc2)cc1,"[2*]O[2*],[14*]c1ccccc1,[14*]c1ccc(Br)cc1",[Br][C][=C][C][=C][Branch1][#Branch2][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=N],0
CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,"[7*]n1c(=O)c2c(ncn2C)n(C)c1=O,[6*]CCCCC(C)=O",[C][C][=Branch1][C][=O][C][C][C][C][N][C][=Branch1][C][=O][C][=C][Branch1][#Branch1][N][=C][N][Ring1][Branch1][C][N][Branch1][C][C][C][Ring1][N][=O],0
CCCCCCCCCCC(=O)O,CCCCCCCCCCC(=O)O,[C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O],0
COc1nc(NC(C)C)nc(NC(C)C)n1,"[12*]c1nc([12*])nc([12*])n1,[3*]C(C)C,[4*]N[4*],[2*]OC",[C][O][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][=C],0
CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,"[14*]c1ccc(Cl)cc1,[2*]O[2*],[3*]CC[6*],[3*]C(C)(C)C(=O)O,[1*]C([1*])=O,[4*]N[4*],[14*]c1ccc([14*])cc1",[C][C][Branch1][C][C][Branch2][Ring1][S][O][C][=C][C][=C][Branch2][Ring1][Ring1][C][C][N][C][=Branch1][C][=O][C][=C][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][C][=C][Ring2][Ring1][C][C][=Branch1][C][=O][O],0
CC(=O)CCc1ccccc1,"[14*]c1ccccc1,[6*]CCC(C)=O",[C][C][=Branch1][C][=O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
Cc1ccc(N)cc1C,Cc1ccc(N)cc1C,[C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C],0
COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,"[4*]N(C)C,[2*]OC,[6*][C@]1(O)CCCC[C@H]1[13*],[14*]c1cccc([14*])c1,[3*]C[6*]",[C][O][C][=C][C][=C][C][Branch2][Ring1][C][C@@][Branch1][C][O][C][C][C][C][C@@H1][Ring1][#Branch1][C][N][Branch1][C][C][C][=C][Ring1][P],0
CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,"[2*]O[2*],[1*]C(=O)CC([3*])C([1*])=O,[3*]CC,[9*]SP(=O)(OC)OC",[C][C][O][C][=Branch1][C][=O][C][C][Branch1][N][S][P][=Branch1][C][=O][Branch1][Ring1][O][C][O][C][C][=Branch1][C][=O][O][C][C],0
O=c1ccc(=O)[nH][nH]1,O=c1ccc(=O)[nH][nH]1,[O][=C][C][=C][C][=Branch1][C][=O][NH1][NH1][Ring1][#Branch1],0
S=C([S-])NCCNC(=S)[S-].[Mn+2],"[Mn+2],[4*]NC(=S)[S-],[3*]CC[3*]",[S][=C][Branch1][C][S-1][N][C][C][N][C][=Branch1][C][=S][S-1].[Mn+2],0
Cc1ccccc1S(=O)(=O)[O-],Cc1ccccc1S(=O)(=O)[O-],[C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0
CC(=O)O[AlH3](O)OC(C)=O,"[2*]O[AlH3](O)O[2*],[1*]C(C)=O",[C][C][=Branch1][C][=O][O][AlH3][Branch1][C][O][O][C][Branch1][C][C][=O],0
CCCN(CC1CC1)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],"[13*]C1CC1,[3*]CCC,[14*]c1cc([N+](=O)[O-])c([14*])c([N+](=O)[O-])c1,[3*]C[6*],[6*]C(F)(F)F,[4*]N([4*])[4*]",[C][C][C][N][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][C][=C][Ring1][=N][N+1][=Branch1][C][=O][O-1],0
C=C(C)C(=O)NCCC[N+](C)(C)C,"[4*][N+](C)(C)C,[4*]N[4*],[1*]C(=O)C(=C)C,[3*]CCC[3*]",[C][=C][Branch1][C][C][C][=Branch1][C][=O][N][C][C][C][N+1][Branch1][C][C][Branch1][C][C][C],0
COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O,"[14*]c1ccc(O)c([14*])c1,[2*]OC,[1*]C(=O)CCCCC=[5*],[3*]C[6*],[4*]N[4*],[5*]=CC(C)C",[C][O][C][=C][C][Branch2][Ring1][C][C][N][C][=Branch1][C][=O][C][C][C][C][/C][=C][/C][Branch1][C][C][C][=C][C][=C][Ring2][Ring1][Ring1][O],0
O=C1CCCCCN1,O=C1CCCCCN1,[O][=C][C][C][C][C][C][N][Ring1][#Branch1],0
NC(=O)Nc1ccc([As](=O)(O)O)cc1,"[14*]c1ccc([As](=O)(O)O)cc1,[1*]C(N)=O,[4*]N[4*]",[N][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][=Branch2][As][=Branch1][C][=O][Branch1][C][O][O][C][=C][Ring1][#Branch2],0
NC(=O)NNc1ccccc1,NC(=O)NNc1ccccc1,[N][C][=Branch1][C][=O][N][N][C][=C][C][=C][C][=C][Ring1][=Branch1],0
NNC(N)=O,NNC(N)=O,[N][N][C][Branch1][C][N][=O],0
CNC(=O)Oc1cccc2c1OC(C)(C)C2,"[4*]NC,[14*]c1cccc2c1OC(C)(C)C2,[1*]C([1*])=O,[2*]O[2*]",[C][N][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][C][Branch1][C][C][C][Ring1][#Branch1],0
CC(C)(C)c1cc(Cc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O,"[6*]C(C)(C)C,[6*]C[6*],[14*]c1cc([14*])c(O)c([14*])c1",[C][C][Branch1][C][C][Branch1][C][C][C][=C][C][Branch2][Ring1][P][C][C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Branch1][C][O][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][#C][=C][C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][=C][Ring2][Ring1][#Branch2][O],0
Cc1c(C(N)=O)cc([N+](=O)[O-])cc1[N+](=O)[O-],"[1*]C(N)=O,[14*]c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1C",[C][C][=C][Branch1][=Branch1][C][Branch1][C][N][=O][C][=C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=C][Ring1][N][N+1][=Branch1][C][=O][O-1],0
CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,CN/C(=N\c1ccc(C2=NNC(=O)CC2C)cc1)NC#N,[C][N][/C][=Branch2][Ring1][Branch2][=N][\C][=C][C][=C][Branch1][=N][C][=N][N][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C][C][=C][Ring1][=C][N][C][#N],0
O=c1[nH]oc2c1CCNC2,O=c1[nH]oc2c1CCNC2,[O][=C][NH1][O][C][=C][Ring1][Branch1][C][C][N][C][Ring1][=Branch1],0
CC(COCCO)OCCO,"[2*]O[2*],[3*]CC([3*])C,[3*]CCO",[C][C][Branch1][=Branch1][C][O][C][C][O][O][C][C][O],0
O=Nc1ccc(O)cc1,O=Nc1ccc(O)cc1,[O][=N][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1],0
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,"[7*]n1ccnc1[N+](=O)[O-],[14*]c1ccccc1,[3*]C[6*],[4*]N[4*],[1*]C(=O)C[6*]",[O][=C][Branch1][=C][C][N][C][=C][N][=C][Ring1][Branch1][N+1][=Branch1][C][=O][O-1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CC(C)CCCCCCc1ccc(OCCOCCO)cc1,"[3*]CC[3*],[2*]O[2*],[3*]CCO,[6*]CCCCCCC(C)C,[14*]c1ccc([14*])cc1",[C][C][Branch1][C][C][C][C][C][C][C][C][C][=C][C][=C][Branch1][Branch2][O][C][C][O][C][C][O][C][=C][Ring1][=N],0
OCC#CCO,OCC#CCO,[O][C][C][#C][C][O],0
Clc1ccc(C(Cl)(Cl)Cl)cc1,"[6*]C(Cl)(Cl)Cl,[14*]c1ccc(Cl)cc1",[Cl][C][=C][C][=C][Branch1][=Branch2][C][Branch1][C][Cl][Branch1][C][Cl][Cl][C][=C][Ring1][#Branch2],0
CCCCCCCCS(=O)(=O)[O-],CCCCCCCCS(=O)(=O)[O-],[C][C][C][C][C][C][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O-1],0
CC(C)OB(OC(C)C)OC(C)C,"[2*]OB(O[2*])O[2*],[3*]C(C)C",[C][C][Branch1][C][C][O][B][Branch1][#Branch1][O][C][Branch1][C][C][C][O][C][Branch1][C][C][C],0
CCC(O)OCC(C)OC(O)CC,"[2*]O[2*],[3*]C(O)CC,[3*]CC([3*])C",[C][C][C][Branch1][C][O][O][C][C][Branch1][C][C][O][C][Branch1][C][O][C][C],0
COc1ccc(/C=N/NC(=O)c2ccncc2)cc1OC,"[1*]C(=O)N/N=C/c1ccc([14*])c([14*])c1,[14*]c1ccncc1,[2*]OC",[C][O][C][=C][C][=C][Branch1][S][/C][=N][/N][C][=Branch1][C][=O][C][=C][C][=N][C][=C][Ring1][=Branch1][C][=C][Ring1][P][O][C],0
CC[C@@]1(c2ccccc2)NC(=O)N(C)C1=O,"[6*][C@]1([11*])NC(=O)N(C)C1=O,[14*]c1ccccc1,[6*]CC",[C][C][C@@][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][N][Branch1][C][C][C][Ring1][=N][=O],0
COC(=O)c1ccccc1CS(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,"[6*]CS([10*])(=O)=O,[12*]c1cc([12*])nc([12*])n1,[14*]c1ccccc1[14*],[2*]OC,[1*]C([1*])=O,[4*]N[4*]",[C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][S][=Branch1][C][=O][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][=N][C][Branch1][Ring1][O][C][=C][C][Branch1][Ring1][O][C][=N][Ring1][#Branch2],0
O=C1C=CC(=O)O1,O=C1C=CC(=O)O1,[O][=C][C][=C][C][=Branch1][C][=O][O][Ring1][=Branch1],0
CC(C)Nc1nc(Cl)nc(NC(C)C)n1,"[12*]c1nc([12*])nc(Cl)n1,[3*]C(C)C,[4*]N[4*]",[C][C][Branch1][C][C][N][C][=N][C][Branch1][C][Cl][=N][C][Branch1][#Branch1][N][C][Branch1][C][C][C][=N][Ring1][O],0
O=S1(=O)CCCO1,O=S1(=O)CCCO1,[O][=S][=Branch1][C][=O][C][C][C][O][Ring1][=Branch1],0
CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2],"CCC(C)(CCC(C)C)C(=O)[O-],[Zn+2]",[C][C][C][Branch1][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1].[C][C][C][Branch1][C][C][Branch1][Branch2][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1].[Zn+2],0
CC(=O)/C=C/C1C(C)=CCC(C)C1(C)C,"[5*]=CC1C(C)=CCC(C)C1(C)C,[5*]=CC(C)=O",[C][C][=Branch1][C][=O][/C][=C][/C][C][Branch1][C][C][=C][C][C][Branch1][C][C][C][Ring1][Branch2][Branch1][C][C][C],0
CCCCCCCCCCCC(=O)OCC,"[2*]O[2*],[3*]CC,[1*]C(=O)CCCCCCCCCCC",[C][C][C][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C],0
C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,C=C1[C@H]2CC[C@@H]3[C@H]2C(C)(C)CCC[C@]13C,[C][=C][C@H1][C][C][C@@H1][C@H1][Ring1][Branch1][C][Branch1][C][C][Branch1][C][C][C][C][C][C@][Ring1][=N][Ring1][=Branch2][C],0
CC(C)C1OCCN1CCOC(=O)NCCCCCCNC(=O)OCCN1CCOC1C(C)C,"[3*]CC[3*],[2*]O[2*],[3*]CCCCCC[3*],[1*]C([1*])=O,[4*]N[4*],[6*]C(C)C,[4*]N1CCOC1[11*]",[C][C][Branch1][C][C][C][O][C][C][N][Ring1][Branch1][C][C][O][C][=Branch1][C][=O][N][C][C][C][C][C][C][N][C][=Branch1][C][=O][O][C][C][N][C][C][O][C][Ring1][Branch1][C][Branch1][C][C][C],0
Clc1ccc(Cl)c(Cl)c1Cl,Clc1ccc(Cl)c(Cl)c1Cl,[Cl][C][=C][C][=C][Branch1][C][Cl][C][Branch1][C][Cl][=C][Ring1][Branch2][Cl],0
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC(Cc1ccccc1)NS2(=O)=O,"[6*]C[6*],[14*]c1ccccc1,[6*]C(F)(F)F,[11*]C1Nc2cc([14*])c(S(N)(=O)=O)cc2S(=O)(=O)N1",[N][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][N][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][S][Ring2][Ring1][Ring1][=Branch1][C][=O][=O],0
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,"[3*]CC[3*],[2*]O[2*],[3*]CC,[14*]c1ccccc1,[1*]C(=O)C([6*])([6*])O,[4*]N([4*])[4*]",[C][C][N][Branch1][Ring1][C][C][C][C][O][C][=Branch1][C][=O][C][Branch1][C][O][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],0
CCC1(CC)C(=O)NC(=O)NC1=O,"[13*]C1([13*])C(=O)NC(=O)NC1=O,[6*]CC",[C][C][C][Branch1][Ring1][C][C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][N][C][Ring1][#Branch2][=O],0
C[C@H]1[C@H](NC(=O)C(=NOC(C)(C)C(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,"[3*][C@H]1C(=O)N(S(=O)(=O)O)[C@H]1C,[3*]C(C)(C)C(=O)O,[4*]N[4*],[1*]C(=O)C(=NO[2*])c1csc(N)n1",[C][C@H1][C@H1][Branch2][Ring1][P][N][C][=Branch1][C][=O][C][=Branch1][#C][=N][O][C][Branch1][C][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][Ring2][Ring1][#Branch1][S][=Branch1][C][=O][=Branch1][C][=O][O],0
O=C(O)c1ccc(C(=O)O)cc1,"[1*]C(=O)O,[14*]c1ccc([14*])cc1",[O][=C][Branch1][C][O][C][=C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=C][Ring1][=Branch2],0
CC(C)(c1cc(Br)c(O)c(Br)c1)c1cc(Br)c(O)c(Br)c1,"[14*]c1cc(Br)c(O)c(Br)c1,[6*]C([6*])(C)C",[C][C][Branch1][C][C][Branch2][Ring1][C][C][=C][C][Branch1][C][Br][=C][Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2][C][=C][C][Branch1][C][Br][=C][Branch1][C][O][C][Branch1][C][Br][=C][Ring1][=Branch2],0
C=CCc1cc(OC)c2c(c1)OCO2,"[6*]CC=C,[14*]c1cc([14*])c2c(c1)OCO2,[2*]OC",[C][=C][C][C][=C][C][Branch1][Ring1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][O][C][O][Ring1][=Branch1],0
CS(C)=O,CS(C)=O,[C][S][Branch1][C][C][=O],0
CO,CO,[C][O],0
CCCO,CCCO,[C][C][C][O],0
c1ccc2cc(CC3=NCCN3)ccc2c1,"[6*]CC1=NCCN1,[14*]c1ccc2ccccc2c1",[C][=C][C][=C][C][=C][Branch1][=Branch2][C][C][=N][C][C][N][Ring1][Branch1][C][=C][C][Ring1][N][=C][Ring1][S],0
Cc1c(C)c2c(c(C)c1O)CC[C@@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)O2,"[6*]CCC[C@H](C)CCC[C@H](C)CCCC(C)C,[11*][C@@]1(C)CCc2c(C)c(O)c(C)c(C)c2O1",[C][C][=C][Branch1][C][C][C][=C][Branch1][=Branch2][C][Branch1][C][C][=C][Ring1][Branch2][O][C][C][C@@][Branch1][C][C][Branch2][Ring1][#Branch1][C][C][C][C@H1][Branch1][C][C][C][C][C][C@H1][Branch1][C][C][C][C][C][C][Branch1][C][C][C][O][Ring2][Ring1][O],0
Cc1cccc(C)c1OCC(C)N,"[2*]O[2*],[3*]CC(C)N,[14*]c1c(C)cccc1C",[C][C][=C][C][=C][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][C][Branch1][C][C][N],0
Nc1ccc(Cc2ccc(N)cc2)cc1,"[6*]C[6*],[14*]c1ccc(N)cc1",[N][C][=C][C][=C][Branch1][=N][C][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1][C][=C][Ring1][=C],0
COc1ccc2[nH]cc(CCNC(C)=O)c2c1,"[3*]CC[6*],[1*]C(C)=O,[2*]OC,[4*]N[4*],[14*]c1ccc2[nH]cc([14*])c2c1",[C][O][C][=C][C][=C][NH1][C][=C][Branch1][=Branch2][C][C][N][C][Branch1][C][C][=O][C][Ring1][O][=C][Ring1][#C],0
CC(=O)OCc1ccco1,"[2*]O[2*],[3*]C[6*],[12*]c1ccco1,[1*]C(C)=O",[C][C][=Branch1][C][=O][O][C][C][=C][C][=C][O][Ring1][Branch1],0
OCc1ccco1,"[6*]CO,[12*]c1ccco1",[O][C][C][=C][C][=C][O][Ring1][Branch1],0
COCC(=O)N(c1c(C)cccc1C)N1CCOC1=O,"[3*]CC(=O)N(c1c(C)cccc1C)N1CCOC1=O,[2*]OC",[C][O][C][C][=Branch1][C][=O][N][Branch1][=N][C][=C][Branch1][C][C][C][=C][C][=C][Ring1][#Branch1][C][N][C][C][O][C][Ring1][Branch1][=O],0
CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,"O=C(O)CC(O)(CC(=O)O)C(=O)O,[3*]CC,[14*]c1ccccc1,[3*]CCC[6*],[4*]N([4*])[4*]",[C][C][N][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1].[O][=C][Branch1][C][O][C][C][Branch1][C][O][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Branch1][C][=O][O],0
C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@H]34)[C@@H]2C1,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1,[C][C][C][N][C][C@@H1][C][C@@H1][Branch1][N][C][N][C][C][C][C][C@H1][Ring1][#Branch2][Ring1][=Branch1][C@@H1][Ring1][=N][C][Ring1][P],0
C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1,"[1*]C(=O)O,[4*]N1C[C@@H](C)N[C@@H](C)C1,[7*]n1cc([14*])c(=O)c2c(N)c(F)c([14*])c(F)c21,[6*]C1CC1",[C][C@H1][C][N][Branch2][Ring2][Branch2][C][=C][Branch1][C][F][C][Branch1][C][N][=C][C][=Branch1][C][=O][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring1][=N][=C][Ring2][Ring1][Ring1][F][C][C@@H1][Branch1][C][C][N][Ring2][Ring1][O],1
CCCCOC(=O)CCCCCCCCC(=O)OCCCC,"[2*]O[2*],[3*]CCCC,[1*]C(=O)CCCCCCCCC([1*])=O",[C][C][C][C][O][C][=Branch1][C][=O][C][C][C][C][C][C][C][C][C][=Branch1][C][=O][O][C][C][C][C],0
O=C([O-])c1ccccc1Nc1cc(Cl)ccc1C(=O)[O-],"[1*]C(=O)[O-],[14*]c1ccc(Cl)cc1[14*],[4*]N[4*],[14*]c1ccccc1[14*]",[O][=C][Branch1][C][O-1][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O-1],0
CCCCCCCCN(C)C,"[4*]N(C)C,[3*]CCCCCCCC",[C][C][C][C][C][C][C][C][N][Branch1][C][C][C],0
Oc1ccc2ccccc2c1,Oc1ccc2ccccc2c1,[O][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Ring1][#Branch2],0
