smiles,smi_fragments,selfies,selfies_fragments,CT_TOX
Cc1c(nc[nH]1)CN2CCc3c(c4ccccc4n3C)C2=O,"['Cn1c2c(c3ccccc31)C(=O)N([8C])CC2', '[6C]C[6C]', 'Cc1[nH]cnc1[12C]']",[C][C][=C][Branch1][=Branch1][N][=C][NH1][Ring1][Branch1][C][N][C][C][C][=C][Branch1][=N][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][C][C][Ring1][=C][=O],"['[C][N][C][=C][Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2][C][=Branch1][C][=O][N][Branch1][C][8C][C][C][Ring1][=C]', '[6C][C][6C]', '[C][C][NH1][C][=N][C][=Ring1][Branch1][12C]']",0
Cc1c(nc[nH]1)CSCCN/C(=N/C#N)/NC,"['CN/C(=N\\C#N)N[4C]', '[3C]CC[3C]', '[9C]S[9C]', '[3C]C[6C]', 'Cc1[nH]cnc1[12C]']",[C][C][=C][Branch1][=Branch1][N][=C][NH1][Ring1][Branch1][C][S][C][C][N][/C][=Branch1][Ring2][=N][/C][#N][/N][C],"['[C][N][/C][=Branch1][Ring2][=N][\\C][#N][N][4C]', '[3C][C][C][3C]', '[9C][S][9C]', '[3C][C][6C]', '[C][C][NH1][C][=N][C][=Ring1][Branch1][12C]']",0
Cc1c(noc1[N-]S(=O)(=O)c2ccc(cc2)N)C,"['[4C][N-][4C]', 'Cc1noc([12C])c1C', '[10C]S(=O)(=O)c1ccc(N)cc1']",[C][C][C][=Branch2][Ring1][=Branch2][=N][O][C][=Ring1][Branch1][N-1][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C],"['[4C][N-1][4C]', '[C][C][=N][O][C][Branch1][C][12C][=C][Ring1][=Branch1][C]', '[10C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]']",0
Cc1c(noc1N(C(=O)C)S(=O)(=O)c2ccc(cc2)N)C,"['[4C]N([4C])[4C]', 'CC([1C])=O', 'Cc1noc([12C])c1C', '[10C]S(=O)(=O)c1ccc(N)cc1']",[C][C][C][=Branch2][Ring1][S][=N][O][C][=Ring1][Branch1][N][Branch1][=Branch1][C][=Branch1][C][=O][C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C],"['[4C][N][Branch1][C][4C][4C]', '[C][C][Branch1][C][1C][=O]', '[C][C][=N][O][C][Branch1][C][12C][=C][Ring1][=Branch1][C]', '[10C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][C][=C][Branch1][C][N][C][=C][Ring1][#Branch1]']",0
Cc1c(=O)c2cccc(c2oc1c3ccccc3)C(=O)OCC[NH+]4CCCCC4,"['[14C]c1ccccc1', '[3C]CC[3C]', '[2C]O[2C]', '[1C]C([1C])=O', '[4C][NH+]1CCCCC1', 'Cc1c([12C])oc2c([14C])cccc2c1=O']",[C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=Branch1][S][=C][Ring1][=Branch1][O][C][=Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][NH1+1][C][C][C][C][C][Ring1][=Branch1],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[3C][C][C][3C]', '[2C][O][2C]', '[1C][C][Branch1][C][1C][=O]', '[4C][NH1+1][C][C][C][C][C][Ring1][=Branch1]', '[C][C][=C][Branch1][C][12C][O][C][=C][Branch1][C][14C][C][=C][C][=C][Ring1][#Branch1][C][Ring1][N][=O]']",0
CC1C(OCC[NH2+]1)c2ccccc2,"['[14C]c1ccccc1', 'CC1[NH2+]CCOC1[6C]']",[C][C][C][Branch1][#Branch1][O][C][C][NH2+1][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[C][C][NH2+1][C][C][O][C][Ring1][=Branch1][6C]']",0
Cc1c(sc(n1)c2ccc(c(c2)C#N)OCC(C)C)C(=O)[O-],"['[14C]c1ccc([14C])c(C#N)c1', 'Cc1nc([12C])sc1[12C]', 'CC(C)C[3C]', '[1C]C(=O)[O-]', '[2C]O[2C]']",[C][C][=C][Branch2][Ring1][=N][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][#N][O][C][C][Branch1][C][C][C][C][=Branch1][C][=O][O-1],"['[14C][C][=C][C][=C][Branch1][C][14C][C][Branch1][Ring1][C][#N][=C][Ring1][=Branch2]', '[C][C][N][=C][Branch1][C][12C][S][C][=Ring1][=Branch1][12C]', '[C][C][Branch1][C][C][C][3C]', '[1C][C][=Branch1][C][=O][O-1]', '[2C][O][2C]']",0
Cc1c(sc[n+]1Cc2cnc(nc2N)C)CCO,"['Cc1ncc([14C])c(N)n1', '[6C]CCO', 'Cc1c([12C])sc[n+]1C[6C]']",[C][C][=C][Branch2][Ring1][Ring1][S][C][=N+1][Ring1][Branch1][C][C][=C][N][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][N][C][C][C][O],"['[C][C][=N][C][=C][Branch1][C][14C][C][Branch1][C][N][=N][Ring1][Branch2]', '[6C][C][C][O]', '[C][C][=C][Branch1][C][12C][S][C][=N+1][Ring1][=Branch1][C][6C]']",0
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,"['[14C]c1ccccc1', 'CC1=C2[C@@H]([3C])C(=O)[C@]3(C)[C@@H](O)C[C@H]4OC[C@@]4([3C])[C@H]3[C@H]([3C])[C@](O)(C[C@H]1[3C])C2(C)C', '[2C]O[2C]', 'CC([1C])=O', '[1C]C([1C])=O', '[4C]N[4C]', '[1C]C(=O)[C@H](O)[C@H]([3C])[6C]']",[C][C][=C][C@H1][Branch2][Branch2][O][C][=Branch1][C][=O][C@@][Branch2][Branch2][C][C@H1][Branch2][#Branch1][=N][C][C@@H1][C@][Branch2][=Branch1][#Branch2][C@H1][Ring1][=Branch1][C@@H1][Branch2][Branch1][=Branch1][C@@][Branch1][Branch2][C][Ring1][=N][Branch1][C][C][C][Branch2][Ring2][Branch2][C][C@@H1][Ring2][Ring1][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][=Branch2][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][O][Ring2][Ring2][O][O][C][=Branch1][C][=O][C][O][C][O][C][=Branch1][C][=O][C],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[C][C][=C][C@@H1][Branch1][C][3C][C][=Branch1][C][=O][C@][Branch1][C][C][C@@H1][Branch1][C][O][C][C@H1][O][C][C@@][Ring1][Ring2][Branch1][C][3C][C@H1][Ring1][O][C@H1][Branch1][C][3C][C@][Branch1][C][O][Branch1][#Branch1][C][C@H1][Ring2][Ring1][#Branch1][3C][C][Ring2][Ring1][Branch2][Branch1][C][C][C]', '[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[1C][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@H1][Branch1][C][3C][6C]']",1
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)OC(C)(C)C)O)O)OC(=O)C6=CC=CC=C6)(CO4)OC(=O)C)O)C)O,"['[14C]c1ccccc1', '[2C]O[2C]', 'CC([1C])=O', '[1C]C([1C])=O', '[4C]N[4C]', '[1C]C(=O)[C@H](O)[C@H]([3C])[6C]', 'CC(C)(C)[3C]', 'CC1=C2[C@@H](O)C(=O)[C@]3(C)[C@@H](O)C[C@H]4OC[C@@]4([3C])[C@H]3[C@H]([3C])[C@](O)(C[C@H]1[3C])C2(C)C']",[C][C][=C][C@H1][Branch2][Branch2][N][C][=Branch1][C][=O][C@@][Branch2][Branch2][Ring1][C@H1][Branch2][#Branch1][=C][C][C@@H1][C@][Branch2][=Branch1][O][C@H1][Ring1][=Branch1][C@@H1][Branch2][Branch1][#Branch1][C@@][Branch1][Branch2][C][Ring1][=N][Branch1][C][C][C][Branch2][Ring2][=Branch2][C][C@@H1][Ring2][Ring1][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][O][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][O][Ring2][Ring2][#Branch2][O][C][=Branch1][C][=O][C][O][C][O],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[1C][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@H1][Branch1][C][3C][6C]', '[C][C][Branch1][C][C][Branch1][C][C][3C]', '[C][C][=C][C@@H1][Branch1][C][O][C][=Branch1][C][=O][C@][Branch1][C][C][C@@H1][Branch1][C][O][C][C@H1][O][C][C@@][Ring1][Ring2][Branch1][C][3C][C@H1][Ring1][O][C@H1][Branch1][C][3C][C@][Branch1][C][O][Branch1][#Branch1][C][C@H1][Ring2][Ring1][#Branch1][3C][C][Ring2][Ring1][Branch2][Branch1][C][C][C]']",1
CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](c5ccccc5)NC(=O)OC(C)(C)C)O)O)OC(=O)c6ccccc6)(CO4)OC(=O)C)OC)C)OC,"['[14C]c1ccccc1', 'CO[2C]', 'CC1=C2[C@@H]([3C])C(=O)[C@]3(C)[C@@H]([3C])C[C@H]4OC[C@@]4([3C])[C@H]3[C@H]([3C])[C@](O)(C[C@H]1[3C])C2(C)C', '[2C]O[2C]', 'CC([1C])=O', '[1C]C([1C])=O', '[4C]N[4C]', '[1C]C(=O)[C@H](O)[C@H]([3C])[6C]', 'CC(C)(C)[3C]']",[C][C][=C][C@H1][Branch2][Branch2][=N][C][=Branch1][C][=O][C@@][Branch2][Branch2][Ring2][C@H1][Branch2][#Branch1][=C][C][C@@H1][C@][Branch2][=Branch1][O][C@H1][Ring1][=Branch1][C@@H1][Branch2][Branch1][#Branch1][C@@][Branch1][Branch2][C][Ring1][=N][Branch1][C][C][C][Branch2][Ring2][=Branch2][C][C@@H1][Ring2][Ring1][C][O][C][=Branch1][C][=O][C@@H1][Branch2][Ring1][#Branch2][C@H1][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][O][C][Branch1][C][C][Branch1][C][C][C][O][O][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][=Branch1][C][O][Ring2][Ring2][#Branch2][O][C][=Branch1][C][=O][C][O][C][C][O][C],"['[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]', '[C][O][2C]', '[C][C][=C][C@@H1][Branch1][C][3C][C][=Branch1][C][=O][C@][Branch1][C][C][C@@H1][Branch1][C][3C][C][C@H1][O][C][C@@][Ring1][Ring2][Branch1][C][3C][C@H1][Ring1][O][C@H1][Branch1][C][3C][C@][Branch1][C][O][Branch1][#Branch1][C][C@H1][Ring2][Ring1][#Branch1][3C][C][Ring2][Ring1][Branch2][Branch1][C][C][C]', '[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[1C][C][=Branch1][C][=O][C@H1][Branch1][C][O][C@H1][Branch1][C][3C][6C]', '[C][C][Branch1][C][C][Branch1][C][C][3C]']",0
Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)[O-])[O-])C(=O)OC2,"['CC(=[5C])CCC(=O)[O-]', '[5C]=CC[6C]', 'CO[2C]', 'Cc1c([14C])c([14C])c([O-])c2c1COC2=O']",[C][C][=C][C][=Branch2][Ring1][O][=C][Branch2][Ring1][=Branch1][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][C][/C][=C][Branch1][C][\C][/C][C][C][=Branch1][C][=O][O-1][O-1][C][=Branch1][C][=O][O][C][Ring2][Ring1][Branch1],"['[C][C][=Branch1][C][=5C][C][C][C][=Branch1][C][=O][O-1]', '[5C][=C][C][6C]', '[C][O][2C]', '[C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Branch1][C][O-1][C][=C][Ring1][=Branch2][C][O][C][Ring1][Branch1][=O]']",0
Cc1c2c(c(c(c1OC)C/C=C(\C)/CCC(=O)OCC[NH+]3CCOCC3)[O-])C(=O)OC2,"['CC(=[5C])CCC([1C])=O', 'CO[2C]', 'Cc1c([14C])c([14C])c([O-])c2c1COC2=O', '[3C]CC[3C]', '[5C]=CC[6C]', '[2C]O[2C]', '[4C][NH+]1CCOCC1']",[C][C][=C][C][=Branch2][Ring2][Branch1][=C][Branch2][Ring1][S][C][=Branch1][=Branch1][=C][Ring1][=Branch1][O][C][C][/C][=C][Branch1][C][\C][/C][C][C][=Branch1][C][=O][O][C][C][NH1+1][C][C][O][C][C][Ring1][=Branch1][O-1][C][=Branch1][C][=O][O][C][Ring2][Ring1][=N],"['[C][C][=Branch1][C][=5C][C][C][C][Branch1][C][1C][=O]', '[C][O][2C]', '[C][C][=C][Branch1][C][14C][C][Branch1][C][14C][=C][Branch1][C][O-1][C][=C][Ring1][=Branch2][C][O][C][Ring1][Branch1][=O]', '[3C][C][C][3C]', '[5C][=C][C][6C]', '[2C][O][2C]', '[4C][NH1+1][C][C][O][C][C][Ring1][=Branch1]']",0
Cc1c2c(cc(c1F)N3CC[NH2+]C(C3)C)n(cc(c2=O)C(=O)[O-])C4CC4,"['Cc1c(F)c([14C])cc2c1c(=O)c([14C])cn2[7C]', '[1C]C(=O)[O-]', 'CC1CN([4C])CC[NH2+]1', '[6C]C1CC1']",[C][C][=C][C][=Branch2][Ring1][Ring2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][F][N][C][C][NH2+1][C][Branch1][Ring2][C][Ring1][=Branch1][C][N][Branch1][=C][C][=C][Branch1][Branch1][C][Ring1][P][=O][C][=Branch1][C][=O][O-1][C][C][C][Ring1][Ring1],"['[C][C][=C][Branch1][C][F][C][Branch1][C][14C][=C][C][=C][Ring1][Branch2][C][=Branch1][C][=O][C][Branch1][C][14C][=C][N][Ring1][Branch2][7C]', '[1C][C][=Branch1][C][=O][O-1]', '[C][C][C][N][Branch1][C][4C][C][C][NH2+1][Ring1][#Branch1]', '[6C][C][C][C][Ring1][Ring1]']",0
Cc1c2cc3c(c(c([nH]3)cc4nc(cc5nc(cc(c1C(C)O)[nH]2)C(=C5CCC(=O)[O-])C)C(=C4C)CCC(=O)[O-])C)C(C)OC(C)c6c(c7cc8c(c(c([nH]8)cc9nc(cc1nc(cc6[nH]7)C(=C1CCC(=O)[O-])C)C(=C9C)CCC(=O)[O-])C)C(C)O)C,"['[2C]O[2C]', 'CC([6C])O', 'CC1=C(CCC(=O)[O-])c2cc3nc(cc4[nH]c(cc5[nH]c(cc1n2)c(C)c5[14C])c(C)c4[14C])C(C)=C3CCC(=O)[O-]', 'CC([3C])[6C]']",[C][C][=C][C][=C][C][=Branch2][=Branch1][Branch2][=C][Branch2][=Branch1][Ring1][C][Branch1][Ring2][NH1][Ring1][Branch1][=C][C][=N][C][=Branch2][Ring2][#Branch1][=C][C][=N][C][=Branch2][Ring1][C][=C][C][=Branch1][#Branch2][=C][Ring2][Ring1][Ring1][C][Branch1][C][C][O][NH1][Ring2][Ring1][=Branch1][C][=Branch1][O][=C][Ring1][N][C][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][=Branch1][=C][Ring2][Ring1][Branch2][C][C][C][C][=Branch1][C][=O][O-1][C][C][Branch1][C][C][O][C][Branch1][C][C][C][=C][Branch2][=Branch1][O][C][=C][C][=C][Branch2][Branch1][#C][C][=Branch2][Branch1][#Branch2][=C][Branch1][Ring2][NH1][Ring1][Branch1][C][=C][N][=C][Branch2][Ring1][=C][C][=C][N][=C][Branch1][#Branch2][C][=C][Ring2][Ring1][Ring1][NH1][Ring2][Ring1][C][C][=Branch1][O][=C][Ring1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][=Branch1][=C][Ring2][Ring1][Ring2][C][C][C][C][=Branch1][C][=O][O-1][C][C][Branch1][C][C][O][C],"['[2C][O][2C]', '[C][C][Branch1][C][6C][O]', '[C][C][=C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O-1][C][=C][C][=N][C][=Branch2][Ring2][=Branch1][=C][C][NH1][C][Branch2][Ring1][#Branch1][C][=C][NH1][C][=Branch1][=Branch2][=C][C][Ring2][Ring1][=Branch1][=N][Ring1][S][C][Branch1][C][C][=C][Ring1][=Branch2][14C][=C][Branch1][C][C][C][=Ring1][P][14C][C][Branch1][C][C][=C][Ring2][Ring1][=Branch2][C][C][C][=Branch1][C][=O][O-1]', '[C][C][Branch1][C][3C][6C]']",0
Cc1c2cc3nc(cc4[nH]c(cc5nc(cc(c1CCC(=O)[O-])[nH]2)C(=C5C)CCC(=O)OC)[C@]6(C4=CC=C([C@H]6C(=O)OC)C(=O)OC)C)C(=C3C=C)C,"['[1C]C([1C])=O', 'C=CC1=C(C)c2cc3[nH]c(cc4nc(cc5[nH]c(cc1n2)c(C)c5[14C])C(CCC([1C])=O)=C4C)[C@@]1(C)C3=CC=C(C([1C])=O)[C@@H]1[13C]', '[6C]CCC(=O)[O-]', 'CO[2C]']",[C][C][=C][C][=C][N][=C][Branch2][=Branch1][=N][C][=C][NH1][C][=Branch2][Ring2][=Branch2][=C][C][=N][C][=Branch2][Ring1][Ring1][=C][C][=Branch1][O][=C][Ring1][P][C][C][C][=Branch1][C][=O][O-1][NH1][Ring2][Ring1][=Branch1][C][=Branch1][Branch1][=C][Ring1][=C][C][C][C][C][=Branch1][C][=O][O][C][C@][Branch2][Ring1][=Branch2][C][Ring2][Ring1][O][=C][C][=C][Branch1][#Branch2][C@H1][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][O][C][C][C][=Branch1][#Branch1][=C][Ring2][Ring2][=C][C][=C][C],"['[1C][C][Branch1][C][1C][=O]', '[C][=C][C][=C][Branch1][C][C][C][C][=C][NH1][C][=Branch2][Ring2][=N][=C][C][=N][C][=Branch2][Ring1][#Branch1][=C][C][NH1][C][Branch1][=Branch2][C][=C][Ring2][Ring1][C][N][=Ring1][S][=C][Branch1][C][C][C][=Ring1][=Branch2][14C][C][Branch1][Branch2][C][C][C][Branch1][C][1C][=O][=C][Ring2][Ring1][Branch1][C][C@@][Branch1][C][C][C][Ring2][Ring1][=N][=C][C][=C][Branch1][=Branch1][C][Branch1][C][1C][=O][C@@H1][Ring1][#Branch2][13C]', '[6C][C][C][C][=Branch1][C][=O][O-1]', '[C][O][2C]']",0
CC1=C[C@@H]2[C@H](CC[C@]3([C@H]2CC[C@@]3(C(=O)C)OC(=O)C)C)[C@@]4(C1=CC(=O)CC4)C,"['[2C]O[2C]', 'CC1=C[C@H]2[C@@H]3CC[C@]([3C])([13C])[C@@]3(C)CC[C@@H]2[C@@]2(C)CCC(=O)C=C12', 'CC([1C])=O']",[C][C][=C][C@@H1][C@H1][Branch2][Ring1][=N][C][C][C@][Branch2][Ring1][=Branch1][C@H1][Ring1][=Branch1][C][C][C@@][Ring1][Branch1][Branch1][=Branch1][C][=Branch1][C][=O][C][O][C][=Branch1][C][=O][C][C][C@@][Branch1][=C][C][Ring2][Ring1][Branch1][=C][C][=Branch1][C][=O][C][C][Ring1][#Branch1][C],"['[2C][O][2C]', '[C][C][=C][C@H1][C@@H1][C][C][C@][Branch1][C][3C][Branch1][C][13C][C@@][Ring1][#Branch1][Branch1][C][C][C][C][C@@H1][Ring1][N][C@@][Branch1][C][C][C][C][C][=Branch1][C][=O][C][=C][Ring2][Ring1][=Branch1][Ring1][Branch2]', '[C][C][Branch1][C][1C][=O]']",0
Cc1c[nH]nc1,['Cc1cn[nH]c1'],[C][C][=C][NH1][N][=C][Ring1][Branch1],['[C][C][C][=N][NH1][C][=Ring1][Branch1]'],0
Cc1cc([nH]c1/C=C\2/c3ccccc3NC2=O)C,"['[5C]=C1C(=O)Nc2ccccc21', 'Cc1cc(C)c(C=[5C])[nH]1']",[C][C][C][=C][Branch2][Ring1][Ring2][NH1][C][=Ring1][Branch1][/C][=C][/C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][\-Ring1][=Branch2][=O][C],"['[5C][=C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2]', '[C][C][=C][C][Branch1][C][C][=C][Branch1][Ring1][C][=5C][NH1][Ring1][Branch2]']",0
Cc1cc(c(c(c1/C=C/C(=C/C=C/C(=C/C(=O)[O-])/C)/C)C)C)OC,"['CO[2C]', 'Cc1cc([14C])c(C)c(C)c1C=[5C]', '[5C]=CC=[5C]', 'CC(=[5C])C=[5C]', '[5C]=CC(=O)[O-]']",[C][C][=C][C][=Branch2][Ring1][P][=C][Branch2][Ring1][N][C][=Branch2][Ring1][#Branch1][=C][Ring1][=Branch1][/C][=C][/C][=Branch1][=C][=C][/C][=C][/C][=Branch1][#Branch1][=C][/C][=Branch1][C][=O][O-1][/C][/C][C][C][O][C],"['[C][O][2C]', '[C][C][=C][C][Branch1][C][14C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][=Branch2][C][=5C]', '[5C][=C][C][=5C]', '[C][C][=Branch1][C][=5C][C][=5C]', '[5C][=C][C][=Branch1][C][=O][O-1]']",0
Cc1cc(c(c(c1CC2=[NH+]CCN2)C)O)C(C)(C)C,"['CC(C)(C)[6C]', 'Cc1cc([14C])c(O)c(C)c1[14C]', '[6C]CC1=[NH+]CCN1']",[C][C][=C][C][=Branch2][Ring1][Ring2][=C][Branch1][S][C][=Branch1][N][=C][Ring1][=Branch1][C][C][=NH1+1][C][C][N][Ring1][Branch1][C][O][C][Branch1][C][C][Branch1][C][C][C],"['[C][C][Branch1][C][C][Branch1][C][C][6C]', '[C][C][=C][C][Branch1][C][14C][=C][Branch1][C][O][C][Branch1][C][C][=C][Ring1][=Branch2][14C]', '[6C][C][C][=NH1+1][C][C][N][Ring1][Branch1]']",0
Cc1cc(c(c(c1NC(=O)C[NH+](CC(=O)[O-])CC(=O)[O-])C)Br)C,"['[3C]CC(=O)[O-]', '[4C][NH+]([4C])[4C]', 'Cc1cc(C)c(Br)c(C)c1[14C]', '[4C]N[4C]', '[1C]C(=O)C[3C]']",[C][C][=C][C][=Branch2][Ring2][Ring1][=C][Branch2][Ring1][=C][C][=Branch2][Ring1][=Branch2][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][NH1+1][Branch1][#Branch1][C][C][=Branch1][C][=O][O-1][C][C][=Branch1][C][=O][O-1][C][Br][C],"['[3C][C][C][=Branch1][C][=O][O-1]', '[4C][NH1+1][Branch1][C][4C][4C]', '[C][C][=C][C][Branch1][C][C][=C][Branch1][C][Br][C][Branch1][C][C][=C][Ring1][=Branch2][14C]', '[4C][N][4C]', '[1C][C][=Branch1][C][=O][C][3C]']",0
Cc1cc(c(c(c1OC(=O)C)C)C)OCC(C[NH2+]C(C)C)O,"['Cc1cc([14C])c(C)c(C)c1[14C]', '[4C][NH2+][4C]', '[2C]O[2C]', 'CC([1C])=O', '[3C]CC(O)C[3C]', 'CC(C)[3C]']",[C][C][=C][C][=Branch2][Ring1][C][=C][Branch1][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C][C][C][O][C][C][Branch1][Branch2][C][NH2+1][C][Branch1][C][C][C][O],"['[C][C][=C][C][Branch1][C][14C][=C][Branch1][C][C][C][Branch1][C][C][=C][Ring1][=Branch2][14C]', '[4C][NH2+1][4C]', '[2C][O][2C]', '[C][C][Branch1][C][1C][=O]', '[3C][C][C][Branch1][C][O][C][3C]', '[C][C][Branch1][C][C][3C]']",0
Cc1cc(c(cn1)C(=O)N[C@H](c2ccc(cc2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSc5nnnn5C)C(=O)[O-])O,"['[14C]c1ccc(O)cc1', '[9C]S[9C]', 'Cn1nnnc1[12C]', 'Cc1cc(O)c([14C])cn1', '[1C]C([1C])=O', '[4C]N[4C]', '[1C]C(=O)[C@H]([3C])[6C]', '[3C]CC1=C(C(=O)[O-])N2C(=O)[C@@H]([3C])[C@H]2SC1']",[C][C][=C][C][=Branch2][=Branch1][Ring1][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][N][C@H1][Branch1][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][N][C@H1][C@@H1][N][Branch1][Branch1][C][Ring1][Ring2][=O][C][=Branch2][Ring1][C][=C][Branch1][Branch1][C][S][Ring1][Branch2][C][S][C][=N][N][=N][N][Ring1][Branch1][C][C][=Branch1][C][=O][O-1][O],"['[14C][C][=C][C][=C][Branch1][C][O][C][=C][Ring1][#Branch1]', '[9C][S][9C]', '[C][N][N][=N][N][=C][Ring1][Branch1][12C]', '[C][C][=C][C][Branch1][C][O][=C][Branch1][C][14C][C][=N][Ring1][Branch2]', '[1C][C][Branch1][C][1C][=O]', '[4C][N][4C]', '[1C][C][=Branch1][C][=O][C@H1][Branch1][C][3C][6C]', '[3C][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O-1][N][C][=Branch1][C][=O][C@@H1][Branch1][C][3C][C@H1][Ring1][=Branch1][S][C][Ring1][=N]']",0
Cc1cc(c(n1c2ccccc2)C)/C=C/c3ccc4cc(ccc4[n+]3C)N(C)C,"['C[n+]1c(C=[5C])ccc2cc([14C])ccc21', 'Cc1cc(C=[5C])c(C)n1[7C]', 'CN(C)[4C]', '[14C]c1ccccc1']",[C][C][=C][C][=Branch1][S][=C][Branch1][N][N][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][/C][=C][/C][=C][C][=C][C][=C][Branch1][#Branch2][C][=C][C][Ring1][=Branch1][=N+1][Ring1][#Branch2][C][N][Branch1][C][C][C],"['[C][N+1][=C][Branch1][Ring1][C][=5C][C][=C][C][=C][C][Branch1][C][14C][=C][C][=C][Ring1][#Branch1][Ring1][=N]', '[C][C][=C][C][Branch1][Ring1][C][=5C][=C][Branch1][C][C][N][Ring1][Branch2][7C]', '[C][N][Branch1][C][C][4C]', '[14C][C][=C][C][=C][C][=C][Ring1][=Branch1]']",0
